date,municipality,meteoalerta_zone,comarca,level,source_url
2026-07-30,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-30
2026-07-31,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-07-31
2026-08-01,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-01
2026-08-02,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-02
2026-08-03,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-03
2026-08-04,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-04
2026-08-05,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-05
2026-08-06,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-06
2026-08-07,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-07
2026-08-08,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-08
2026-08-09,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-09
2026-08-10,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-10
2026-08-11,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-11
2026-08-12,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-12
2026-08-13,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-13
2026-08-14,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-14
2026-08-15,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-15
2026-08-16,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-16
2026-08-17,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-17
2026-08-18,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-18
2026-08-19,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-19
2026-08-20,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,red,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-20
2026-08-21,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-21
2026-08-22,Castejón de Monegros,Muelas del Ebro - Alcubierre,Los Monegros,orange,https://infoar.aragon.es/flamabk/indicesMeteo/napif-pdf/download?fecha=2026-08-22
